Time: 2026-04-16 13:34:59
Log Dir: logs/2026-04-16_13-34-59/GeFL
================================================================================

==============================        Args        ==============================
  exp_timestamp: None
  exp_conf: ./configs/het-iid-exp.yaml
  device: cuda:1
  seed: 15698
  algorithm: GeFL
  num_new_clients: 1
  num_train_mnist: 10
  num_train_emnist: 10
  num_train_fashionmnist: 0
  num_train_cifar10: 10
  num_train_cifar100: 0
  num_train_usps: 0
================================================================================
==============================    Exp Configs     ==============================
exp_name: model-heterogeneity
heterogeneous: true
dirichlet_alpha: 100
global_rounds: 40
local_epochs: 1
local_loss_fn: CrossEntropyLoss
local_optim: Adam
local_lr: 0.001
batch_size: 64
sample_frac: 1.0
test_interval: 1
metric_type: accuracy
global_feature_dim: 256
optim: Adam
optim_lr: 0.001
global_gen_epochs: 10
gen_noise_dim: 128
gen_optim: Adam
gen_optim_lr: 0.001
global_feat_gen_epochs: 10
feat_gen_noise_dim: 128
feat_gen_optim: Adam
feat_gen_optim_lr: 0.001
feat_gen_div_beta: 1.0
public_data_ratio: 0.05
start_mapping_epoch: 1
gen_observer_weight: 1.0
index_matching: class_name
aggregate_method: pacfl
global_model_epochs: 15
global_model_optim: Adam
global_model_optim_lr: 0.001
global_samples_per_class: 64

================================================================================

==================================================
Start 40 rounds training by GeFL
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 1 ---
Client 0 (MNIST) | Target Loss: 0.9820 | G Loss: 2.3939 | D Loss: 0.3262
Round 1 | Client 9 | Model: (SqueezeNet) | Acc: 67.98%
Round 1 | Client 11 | Model: (MLP) | Acc: 74.47%
Round 1 | Client 12 | Model: (CNN) | Acc: 54.78%
Round 1 | Client 13 | Model: (ResNet8) | Acc: 79.05%
Round 1 | Client 14 | Model: (ResNet18) | Acc: 79.89%
Round 1 | Client 15 | Model: (MobileNetV2) | Acc: 73.23%
Round 1 | Client 16 | Model: (MobileNetV3) | Acc: 43.99%
Round 1 | Client 17 | Model: (LeNet) | Acc: 78.68%
Round 1 | Client 18 | Model: (AlexNet) | Acc: 81.49%
Round 1 | Client 19 | Model: (ShuffleNet) | Acc: 71.36%
Round 1 | Client 20 | Model: (SqueezeNet) | Acc: 69.37%
Round 1 | Client 22 | Model: (MLP) | Acc: 34.41%
Round 1 | Client 23 | Model: (CNN) | Acc: 32.31%
Round 1 | Client 24 | Model: (ResNet8) | Acc: 33.83%
Round 1 | Client 25 | Model: (ResNet18) | Acc: 32.30%
Round 1 | Client 26 | Model: (MobileNetV2) | Acc: 19.52%
Round 1 | Client 27 | Model: (MobileNetV3) | Acc: 32.08%
Round 1 | Client 28 | Model: (LeNet) | Acc: 22.77%
Round 1 | Client 29 | Model: (AlexNet) | Acc: 23.78%
Round 1 | Client 30 | Model: (ShuffleNet) | Acc: 19.08%
Round 1 | Client 31 | Model: (SqueezeNet) | Acc: 22.47%
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 2 ---
Client 0 (MNIST) | Target Loss: 0.4192 | G Loss: 2.1267 | D Loss: 0.4245
Client 1 (MNIST) | Target Loss: 0.4474 | G Loss: 2.0281 | D Loss: 0.4281
Client 2 (MNIST) | Target Loss: 0.2077 | G Loss: 2.0969 | D Loss: 0.4373
Client 3 (MNIST) | Target Loss: 0.1252 | G Loss: 2.1895 | D Loss: 0.4236
Client 4 (MNIST) | Target Loss: 0.6922 | G Loss: 1.9809 | D Loss: 0.4486
Client 5 (MNIST) | Target Loss: 1.2198 | G Loss: 2.0789 | D Loss: 0.4371
Client 6 (MNIST) | Target Loss: 0.3649 | G Loss: 2.1601 | D Loss: 0.4179
Client 7 (MNIST) | Target Loss: 0.3778 | G Loss: 2.0045 | D Loss: 0.4410
Client 8 (MNIST) | Target Loss: 1.0177 | G Loss: 1.9925 | D Loss: 0.4445
Client 9 (MNIST) | Target Loss: 0.7544 | G Loss: 2.1449 | D Loss: 0.4221
Client 11 (EMNIST) | Target Loss: 0.7435 | G Loss: 2.5120 | D Loss: 0.2849
Client 12 (EMNIST) | Target Loss: 0.6788 | G Loss: 2.3601 | D Loss: 0.3093
Client 13 (EMNIST) | Target Loss: 0.5058 | G Loss: 2.3493 | D Loss: 0.3067
Client 14 (EMNIST) | Target Loss: 0.4628 | G Loss: 2.4638 | D Loss: 0.2982
Client 15 (EMNIST) | Target Loss: 0.7510 | G Loss: 2.3216 | D Loss: 0.3230
Client 16 (EMNIST) | Target Loss: 1.2293 | G Loss: 2.3685 | D Loss: 0.3043
Client 17 (EMNIST) | Target Loss: 0.5976 | G Loss: 2.4804 | D Loss: 0.2901
Client 18 (EMNIST) | Target Loss: 0.4966 | G Loss: 2.2824 | D Loss: 0.3227
Client 19 (EMNIST) | Target Loss: 0.8217 | G Loss: 2.4402 | D Loss: 0.2922
Client 20 (EMNIST) | Target Loss: 0.8100 | G Loss: 2.4340 | D Loss: 0.2944
Client 22 (CIFAR10) | Target Loss: 1.7907 | G Loss: 2.9587 | D Loss: 0.3778
Client 23 (CIFAR10) | Target Loss: 1.6225 | G Loss: 3.2212 | D Loss: 0.3448
Client 24 (CIFAR10) | Target Loss: 1.5934 | G Loss: 2.8666 | D Loss: 0.3923
Client 25 (CIFAR10) | Target Loss: 1.6596 | G Loss: 3.0698 | D Loss: 0.3704
Client 26 (CIFAR10) | Target Loss: 1.9636 | G Loss: 2.9587 | D Loss: 0.3811
Client 27 (CIFAR10) | Target Loss: 1.7527 | G Loss: 3.0210 | D Loss: 0.3745
Client 28 (CIFAR10) | Target Loss: 1.9450 | G Loss: 2.9032 | D Loss: 0.3788
Client 29 (CIFAR10) | Target Loss: 1.8725 | G Loss: 2.9812 | D Loss: 0.3875
Client 30 (CIFAR10) | Target Loss: 2.0948 | G Loss: 2.9386 | D Loss: 0.3818
Client 31 (CIFAR10) | Target Loss: 1.9961 | G Loss: 2.9122 | D Loss: 0.3853
Round 2 | Client 0 | Model: (MLP) | Acc: 88.22%
Round 2 | Client 1 | Model: (CNN) | Acc: 84.50%
Round 2 | Client 2 | Model: (ResNet8) | Acc: 88.00%
Round 2 | Client 3 | Model: (ResNet18) | Acc: 96.04%
Round 2 | Client 4 | Model: (MobileNetV2) | Acc: 84.48%
Round 2 | Client 5 | Model: (MobileNetV3) | Acc: 63.99%
Round 2 | Client 6 | Model: (LeNet) | Acc: 92.01%
Round 2 | Client 7 | Model: (AlexNet) | Acc: 91.79%
Round 2 | Client 8 | Model: (ShuffleNet) | Acc: 74.28%
Round 2 | Client 9 | Model: (SqueezeNet) | Acc: 83.17%
Round 2 | Client 11 | Model: (MLP) | Acc: 76.05%
Round 2 | Client 12 | Model: (CNN) | Acc: 76.23%
Round 2 | Client 13 | Model: (ResNet8) | Acc: 83.06%
Round 2 | Client 14 | Model: (ResNet18) | Acc: 83.57%
Round 2 | Client 15 | Model: (MobileNetV2) | Acc: 78.99%
Round 2 | Client 16 | Model: (MobileNetV3) | Acc: 46.22%
Round 2 | Client 17 | Model: (LeNet) | Acc: 81.84%
Round 2 | Client 18 | Model: (AlexNet) | Acc: 83.74%
Round 2 | Client 19 | Model: (ShuffleNet) | Acc: 77.28%
Round 2 | Client 20 | Model: (SqueezeNet) | Acc: 76.23%
Round 2 | Client 22 | Model: (MLP) | Acc: 38.73%
Round 2 | Client 23 | Model: (CNN) | Acc: 30.88%
Round 2 | Client 24 | Model: (ResNet8) | Acc: 35.87%
Round 2 | Client 25 | Model: (ResNet18) | Acc: 39.29%
Round 2 | Client 26 | Model: (MobileNetV2) | Acc: 25.81%
Round 2 | Client 27 | Model: (MobileNetV3) | Acc: 33.80%
Round 2 | Client 28 | Model: (LeNet) | Acc: 32.56%
Round 2 | Client 29 | Model: (AlexNet) | Acc: 32.43%
Round 2 | Client 30 | Model: (ShuffleNet) | Acc: 23.03%
Round 2 | Client 31 | Model: (SqueezeNet) | Acc: 23.26%
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 3 ---
Client 0 (MNIST) | Target Loss: 0.3186 | G Loss: 1.4749 | D Loss: 0.5057
Client 1 (MNIST) | Target Loss: 0.2164 | G Loss: 1.4681 | D Loss: 0.5001
Client 2 (MNIST) | Target Loss: 0.1258 | G Loss: 1.4697 | D Loss: 0.5058
Client 3 (MNIST) | Target Loss: 0.1055 | G Loss: 1.4803 | D Loss: 0.5048
Client 4 (MNIST) | Target Loss: 0.4175 | G Loss: 1.4607 | D Loss: 0.4995
Client 5 (MNIST) | Target Loss: 0.9570 | G Loss: 1.4326 | D Loss: 0.5088
Client 6 (MNIST) | Target Loss: 0.2285 | G Loss: 1.4738 | D Loss: 0.5056
Client 7 (MNIST) | Target Loss: 0.2057 | G Loss: 1.4563 | D Loss: 0.5060
Client 8 (MNIST) | Target Loss: 0.8013 | G Loss: 1.4006 | D Loss: 0.5261
Client 9 (MNIST) | Target Loss: 0.4853 | G Loss: 1.4738 | D Loss: 0.5011
Client 11 (EMNIST) | Target Loss: 0.6450 | G Loss: 3.2681 | D Loss: 0.2265
Client 12 (EMNIST) | Target Loss: 0.5794 | G Loss: 3.3282 | D Loss: 0.2248
Client 13 (EMNIST) | Target Loss: 0.4461 | G Loss: 3.4481 | D Loss: 0.2071
Client 14 (EMNIST) | Target Loss: 0.4200 | G Loss: 3.3967 | D Loss: 0.2243
Client 15 (EMNIST) | Target Loss: 0.6396 | G Loss: 3.2502 | D Loss: 0.2377
Client 16 (EMNIST) | Target Loss: 0.9849 | G Loss: 3.2886 | D Loss: 0.2285
Client 17 (EMNIST) | Target Loss: 0.5147 | G Loss: 3.3258 | D Loss: 0.2176
Client 18 (EMNIST) | Target Loss: 0.4389 | G Loss: 3.3091 | D Loss: 0.2225
Client 19 (EMNIST) | Target Loss: 0.6751 | G Loss: 3.3736 | D Loss: 0.2159
Client 20 (EMNIST) | Target Loss: 0.6749 | G Loss: 3.4233 | D Loss: 0.2197
Client 22 (CIFAR10) | Target Loss: 1.6373 | G Loss: 2.8943 | D Loss: 0.4056
Client 23 (CIFAR10) | Target Loss: 1.4748 | G Loss: 2.9519 | D Loss: 0.3977
Client 24 (CIFAR10) | Target Loss: 1.4491 | G Loss: 2.9009 | D Loss: 0.4000
Client 25 (CIFAR10) | Target Loss: 1.5388 | G Loss: 2.9511 | D Loss: 0.3951
Client 26 (CIFAR10) | Target Loss: 1.8097 | G Loss: 2.8458 | D Loss: 0.4080
Client 27 (CIFAR10) | Target Loss: 1.6836 | G Loss: 2.8448 | D Loss: 0.4101
Client 28 (CIFAR10) | Target Loss: 1.7941 | G Loss: 2.8270 | D Loss: 0.4012
Client 29 (CIFAR10) | Target Loss: 1.6806 | G Loss: 2.8799 | D Loss: 0.4012
Client 30 (CIFAR10) | Target Loss: 1.9657 | G Loss: 2.9136 | D Loss: 0.4032
Client 31 (CIFAR10) | Target Loss: 1.9321 | G Loss: 2.8494 | D Loss: 0.4019
Round 3 | Client 0 | Model: (MLP) | Acc: 89.20%
Round 3 | Client 1 | Model: (CNN) | Acc: 80.51%
Round 3 | Client 2 | Model: (ResNet8) | Acc: 95.58%
Round 3 | Client 3 | Model: (ResNet18) | Acc: 96.38%
Round 3 | Client 4 | Model: (MobileNetV2) | Acc: 88.97%
Round 3 | Client 5 | Model: (MobileNetV3) | Acc: 72.58%
Round 3 | Client 6 | Model: (LeNet) | Acc: 94.20%
Round 3 | Client 7 | Model: (AlexNet) | Acc: 95.47%
Round 3 | Client 8 | Model: (ShuffleNet) | Acc: 81.07%
Round 3 | Client 9 | Model: (SqueezeNet) | Acc: 83.83%
Round 3 | Client 11 | Model: (MLP) | Acc: 78.74%
Round 3 | Client 12 | Model: (CNN) | Acc: 73.00%
Round 3 | Client 13 | Model: (ResNet8) | Acc: 83.47%
Round 3 | Client 14 | Model: (ResNet18) | Acc: 84.60%
Round 3 | Client 15 | Model: (MobileNetV2) | Acc: 79.22%
Round 3 | Client 16 | Model: (MobileNetV3) | Acc: 61.97%
Round 3 | Client 17 | Model: (LeNet) | Acc: 83.43%
Round 3 | Client 18 | Model: (AlexNet) | Acc: 84.36%
Round 3 | Client 19 | Model: (ShuffleNet) | Acc: 78.88%
Round 3 | Client 20 | Model: (SqueezeNet) | Acc: 79.55%
Round 3 | Client 22 | Model: (MLP) | Acc: 36.57%
Round 3 | Client 23 | Model: (CNN) | Acc: 38.02%
Round 3 | Client 24 | Model: (ResNet8) | Acc: 42.51%
Round 3 | Client 25 | Model: (ResNet18) | Acc: 33.63%
Round 3 | Client 26 | Model: (MobileNetV2) | Acc: 29.70%
Round 3 | Client 27 | Model: (MobileNetV3) | Acc: 37.55%
Round 3 | Client 28 | Model: (LeNet) | Acc: 34.65%
Round 3 | Client 29 | Model: (AlexNet) | Acc: 37.30%
Round 3 | Client 30 | Model: (ShuffleNet) | Acc: 25.55%
Round 3 | Client 31 | Model: (SqueezeNet) | Acc: 25.51%
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 4 ---
Client 0 (MNIST) | Target Loss: 0.2568 | G Loss: 1.3930 | D Loss: 0.5058
Client 1 (MNIST) | Target Loss: 0.1554 | G Loss: 1.4115 | D Loss: 0.5038
Client 2 (MNIST) | Target Loss: 0.0827 | G Loss: 1.5138 | D Loss: 0.4639
Client 3 (MNIST) | Target Loss: 0.0734 | G Loss: 1.4785 | D Loss: 0.4822
Client 4 (MNIST) | Target Loss: 0.3236 | G Loss: 1.4640 | D Loss: 0.4833
Client 5 (MNIST) | Target Loss: 0.7739 | G Loss: 1.4229 | D Loss: 0.4990
Client 6 (MNIST) | Target Loss: 0.1713 | G Loss: 1.4535 | D Loss: 0.4866
Client 7 (MNIST) | Target Loss: 0.1360 | G Loss: 1.5025 | D Loss: 0.4740
Client 8 (MNIST) | Target Loss: 0.5295 | G Loss: 1.4719 | D Loss: 0.4876
Client 9 (MNIST) | Target Loss: 0.4087 | G Loss: 1.4621 | D Loss: 0.4867
Client 11 (EMNIST) | Target Loss: 0.5902 | G Loss: 4.5978 | D Loss: 0.1244
Client 12 (EMNIST) | Target Loss: 0.5301 | G Loss: 4.7074 | D Loss: 0.1161
Client 13 (EMNIST) | Target Loss: 0.4175 | G Loss: 4.7220 | D Loss: 0.1208
Client 14 (EMNIST) | Target Loss: 0.3937 | G Loss: 4.7573 | D Loss: 0.1084
Client 15 (EMNIST) | Target Loss: 0.5825 | G Loss: 4.3796 | D Loss: 0.1452
Client 16 (EMNIST) | Target Loss: 0.8749 | G Loss: 4.4728 | D Loss: 0.1411
Client 17 (EMNIST) | Target Loss: 0.4743 | G Loss: 4.4840 | D Loss: 0.1325
Client 18 (EMNIST) | Target Loss: 0.4063 | G Loss: 4.3259 | D Loss: 0.1419
Client 19 (EMNIST) | Target Loss: 0.6126 | G Loss: 4.5228 | D Loss: 0.1267
Client 20 (EMNIST) | Target Loss: 0.6075 | G Loss: 4.4441 | D Loss: 0.1290
Client 22 (CIFAR10) | Target Loss: 1.5234 | G Loss: 2.8476 | D Loss: 0.3631
Client 23 (CIFAR10) | Target Loss: 1.4076 | G Loss: 2.8762 | D Loss: 0.3489
Client 24 (CIFAR10) | Target Loss: 1.3077 | G Loss: 2.8587 | D Loss: 0.3729
Client 25 (CIFAR10) | Target Loss: 1.4348 | G Loss: 2.8779 | D Loss: 0.3576
Client 26 (CIFAR10) | Target Loss: 1.7088 | G Loss: 2.8476 | D Loss: 0.3583
Client 27 (CIFAR10) | Target Loss: 1.6291 | G Loss: 2.8898 | D Loss: 0.3579
Client 28 (CIFAR10) | Target Loss: 1.6836 | G Loss: 2.7922 | D Loss: 0.3831
Client 29 (CIFAR10) | Target Loss: 1.5604 | G Loss: 2.8766 | D Loss: 0.3683
Client 30 (CIFAR10) | Target Loss: 1.8676 | G Loss: 2.8875 | D Loss: 0.3660
Client 31 (CIFAR10) | Target Loss: 1.8577 | G Loss: 2.7777 | D Loss: 0.3707
Round 4 | Client 0 | Model: (MLP) | Acc: 91.93%
Round 4 | Client 1 | Model: (CNN) | Acc: 94.68%
Round 4 | Client 2 | Model: (ResNet8) | Acc: 92.53%
Round 4 | Client 3 | Model: (ResNet18) | Acc: 67.53%
Round 4 | Client 4 | Model: (MobileNetV2) | Acc: 91.43%
Round 4 | Client 5 | Model: (MobileNetV3) | Acc: 72.13%
Round 4 | Client 6 | Model: (LeNet) | Acc: 95.62%
Round 4 | Client 7 | Model: (AlexNet) | Acc: 96.11%
Round 4 | Client 8 | Model: (ShuffleNet) | Acc: 82.63%
Round 4 | Client 9 | Model: (SqueezeNet) | Acc: 85.79%
Round 4 | Client 11 | Model: (MLP) | Acc: 78.88%
Round 4 | Client 12 | Model: (CNN) | Acc: 80.27%
Round 4 | Client 13 | Model: (ResNet8) | Acc: 83.92%
Round 4 | Client 14 | Model: (ResNet18) | Acc: 85.12%
Round 4 | Client 15 | Model: (MobileNetV2) | Acc: 80.25%
Round 4 | Client 16 | Model: (MobileNetV3) | Acc: 71.20%
Round 4 | Client 17 | Model: (LeNet) | Acc: 82.76%
Round 4 | Client 18 | Model: (AlexNet) | Acc: 83.99%
Round 4 | Client 19 | Model: (ShuffleNet) | Acc: 79.71%
Round 4 | Client 20 | Model: (SqueezeNet) | Acc: 79.65%
Round 4 | Client 22 | Model: (MLP) | Acc: 39.81%
Round 4 | Client 23 | Model: (CNN) | Acc: 43.41%
Round 4 | Client 24 | Model: (ResNet8) | Acc: 35.33%
Round 4 | Client 25 | Model: (ResNet18) | Acc: 40.95%
Round 4 | Client 26 | Model: (MobileNetV2) | Acc: 34.00%
Round 4 | Client 27 | Model: (MobileNetV3) | Acc: 36.80%
Round 4 | Client 28 | Model: (LeNet) | Acc: 37.84%
Round 4 | Client 29 | Model: (AlexNet) | Acc: 42.59%
Round 4 | Client 30 | Model: (ShuffleNet) | Acc: 27.63%
Round 4 | Client 31 | Model: (SqueezeNet) | Acc: 27.75%
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 5 ---
Client 0 (MNIST) | Target Loss: 0.2294 | G Loss: 1.5416 | D Loss: 0.4798
Client 1 (MNIST) | Target Loss: 0.1082 | G Loss: 1.5575 | D Loss: 0.4776
Client 2 (MNIST) | Target Loss: 0.0831 | G Loss: 1.5209 | D Loss: 0.4846
Client 3 (MNIST) | Target Loss: 0.0732 | G Loss: 1.5706 | D Loss: 0.4743
Client 4 (MNIST) | Target Loss: 0.2586 | G Loss: 1.5331 | D Loss: 0.4794
Client 5 (MNIST) | Target Loss: 0.6541 | G Loss: 1.5280 | D Loss: 0.4841
Client 6 (MNIST) | Target Loss: 0.1294 | G Loss: 1.5752 | D Loss: 0.4660
Client 7 (MNIST) | Target Loss: 0.0905 | G Loss: 1.4949 | D Loss: 0.4921
Client 8 (MNIST) | Target Loss: 0.3706 | G Loss: 1.4822 | D Loss: 0.4958
Client 9 (MNIST) | Target Loss: 0.2858 | G Loss: 1.5406 | D Loss: 0.4804
Client 11 (EMNIST) | Target Loss: 0.5475 | G Loss: 5.4863 | D Loss: 0.0820
Client 12 (EMNIST) | Target Loss: 0.5016 | G Loss: 5.4711 | D Loss: 0.0753
Client 13 (EMNIST) | Target Loss: 0.3959 | G Loss: 5.2520 | D Loss: 0.0812
Client 14 (EMNIST) | Target Loss: 0.3728 | G Loss: 5.2282 | D Loss: 0.0962
Client 15 (EMNIST) | Target Loss: 0.5468 | G Loss: 5.4186 | D Loss: 0.0876
Client 16 (EMNIST) | Target Loss: 0.8064 | G Loss: 5.2898 | D Loss: 0.0948
Client 17 (EMNIST) | Target Loss: 0.4491 | G Loss: 5.3569 | D Loss: 0.0772
Client 18 (EMNIST) | Target Loss: 0.3787 | G Loss: 5.2141 | D Loss: 0.0891
Client 19 (EMNIST) | Target Loss: 0.5640 | G Loss: 5.3349 | D Loss: 0.0845
Client 20 (EMNIST) | Target Loss: 0.5771 | G Loss: 5.3627 | D Loss: 0.0863
Client 22 (CIFAR10) | Target Loss: 1.3773 | G Loss: 2.6545 | D Loss: 0.3931
Client 23 (CIFAR10) | Target Loss: 1.3049 | G Loss: 2.7746 | D Loss: 0.3837
Client 24 (CIFAR10) | Target Loss: 1.2119 | G Loss: 2.7118 | D Loss: 0.3901
Client 25 (CIFAR10) | Target Loss: 1.3145 | G Loss: 2.7036 | D Loss: 0.3982
Client 26 (CIFAR10) | Target Loss: 1.6026 | G Loss: 2.6132 | D Loss: 0.4044
Client 27 (CIFAR10) | Target Loss: 1.5792 | G Loss: 2.7211 | D Loss: 0.3951
Client 28 (CIFAR10) | Target Loss: 1.6166 | G Loss: 2.6966 | D Loss: 0.4060
Client 29 (CIFAR10) | Target Loss: 1.4412 | G Loss: 2.6522 | D Loss: 0.4060
Client 30 (CIFAR10) | Target Loss: 1.7807 | G Loss: 2.7099 | D Loss: 0.3877
Client 31 (CIFAR10) | Target Loss: 1.7930 | G Loss: 2.7038 | D Loss: 0.4019
Round 5 | Client 0 | Model: (MLP) | Acc: 93.46%
Round 5 | Client 1 | Model: (CNN) | Acc: 85.60%
Round 5 | Client 2 | Model: (ResNet8) | Acc: 92.87%
Round 5 | Client 3 | Model: (ResNet18) | Acc: 95.25%
Round 5 | Client 4 | Model: (MobileNetV2) | Acc: 92.40%
Round 5 | Client 5 | Model: (MobileNetV3) | Acc: 82.61%
Round 5 | Client 6 | Model: (LeNet) | Acc: 96.17%
Round 5 | Client 7 | Model: (AlexNet) | Acc: 98.11%
Round 5 | Client 8 | Model: (ShuffleNet) | Acc: 85.75%
Round 5 | Client 9 | Model: (SqueezeNet) | Acc: 93.55%
Round 5 | Client 11 | Model: (MLP) | Acc: 78.77%
Round 5 | Client 12 | Model: (CNN) | Acc: 83.25%
Round 5 | Client 13 | Model: (ResNet8) | Acc: 84.56%
Round 5 | Client 14 | Model: (ResNet18) | Acc: 85.26%
Round 5 | Client 15 | Model: (MobileNetV2) | Acc: 80.58%
Round 5 | Client 16 | Model: (MobileNetV3) | Acc: 67.35%
Round 5 | Client 17 | Model: (LeNet) | Acc: 84.11%
Round 5 | Client 18 | Model: (AlexNet) | Acc: 84.75%
Round 5 | Client 19 | Model: (ShuffleNet) | Acc: 80.09%
